BX004987.1 BX004987.1 1.0
BX004987.1 SNCG 0.9698201463929473
BX004987.1 OR4M2 0.9994862015763818
BX004987.1 BRPF1 0.9956056357683539
BX004987.1 KLHL38 0.992066671805496
BX004987.1 PIBF1 0.9944374595066433
BX004987.1 IL17D 0.9908937753945143
BX004987.1 FOXL1 0.9991505217628444
BX004987.1 ZNF583 0.9985565871921986
BX004987.1 LRP11 0.9875136934155833
BX004987.1 STOML1 0.9948039512749535
BX004987.1 IGF2BP2 0.9959408559816744
BX004987.1 CDK5R2 0.9957905032052462
BX004987.1 C11orf96 0.9758274495153975
BX004987.1 TMEM132E 0.9993808665475488
BX004987.1 RPRD1A 0.9810797513324894
BX004987.1 C2orf40 0.9827610483855425
BX004987.1 CHIC1 0.997347024826263
BX004987.1 MYOF 0.9783683190929067
BX004987.1 PLEKHA2 0.9855268431706679
BX004987.1 RP11-315D16.2 0.9994690209562823
BX004987.1 RP3-370M22.8 0.9994632937913539
BX004987.1 CHAF1A 0.9963842665294879
BX004987.1 IFNA10 0.9994455182660926
BX004987.1 FAM20B 0.9902177022054884
BX004987.1 STRBP 0.9885882162605089
BX004987.1 SYDE1 0.9959267072555815
BX004987.1 GEMIN5 0.996900755936631
BX004987.1 DNAJC8 0.9695413077659641
BX004987.1 RASA4B 0.9961292638470327
BX004987.1 SETD7 0.9858784302314381
BX004987.1 HAUS7 0.9916495430142573
BX004987.1 DIO3 0.9969543093048555
BX004987.1 RBMY1B 0.9995143586239437
BX004987.1 RXRB 0.9980157254265691
BX004987.1 CBY1 0.9816603365002877
BX004987.1 DENND3 0.990643858822329
BX004987.1 FAM217A 0.9983503276098317
BX004987.1 HNRNPUL1 0.9530573514229418
BX004987.1 GOLGA3 0.9942787093082182
BX004987.1 MGST1 0.8038668382876792
BX004987.1 ZNF24 0.9855389528925046
BX004987.1 HMGCS1 0.968644514123502
BX004987.1 TRIM65 0.9942834748404993
BX004987.1 SREBF2 0.9774080956139676
BX004987.1 F13A1 0.9373329184509057
BX004987.1 NXPH4 0.998781996841876
BX004987.1 RIOK3 0.9867985884861159
BX004987.1 ADAMTS12 0.9985968708479466
BX004987.1 PEBP1 0.7582190691220229
BX004987.1 GANC 0.9938004671197405
BX004987.1 SF3B1 0.9002835739822902
BX004987.1 RBM34 0.9924557487705075
BX004987.1 VWA7 0.9991578289039292
BX004987.1 PHOX2B 0.9991083404571118
BX004987.1 RBM8A 0.9541288288084392
BX004987.1 CFHR4 0.9936438937766432
BX004987.1 SPATA31A7 0.9995110528377175
BX004987.1 SRCIN1 0.9981836744872119
